game_id;game_name;comment
730;Counter-Strike 2;After 8 years playing it, I didn't improve my skills in-game.However, I learned new language skills: now I can curse in Russian and Brazilian Portuguese.Also, my tolerance level to guttural screams and loud sounds was increased.Now I can bear the crying of my children for longer and I can make them feel better by singing sweet traditional songs from other cultures, such as Очи чёрные (Dark Eyes) or Garota de Ipanema (The Girl from Ipanema).In conclusion, Counter Strike transformed me into a better father and a better person, in addition to making me more patient, tolerant to hateful people and more trained in languages and cultures.Better than any psychiatric therapy. 10/10
730;Counter-Strike 2;>see a guy>shoot him>miss every shot>he turns around>kills me in one shot>exit cs:go10/10
730;Counter-Strike 2;This community is so nice i got a lot of tips on how to uninstall the game and kill myself
730;Counter-Strike 2;Your team in every random competitive game:- You- Russian Guy- Another Russian Guy- A 6 year old kid who slept with your mother- Russian Guy who speaks English10/10
730;Counter-Strike 2;I NOT CAN PLAY
730;Counter-Strike 2;Where can I get the English version ?
730;Counter-Strike 2;In order to play this game you need to be the wolf. You need to know how to howl, in fact you need to be capable of howling at will, unleash that warrior howl with your mind. Then eat raw meat, learn to adore having your fur stroked and PREY ON THE SHEEP! Because we thrive in a land where the strong prey on the weak and that's called natural selection, THAT'S WHAT IT MEANS TO BE A WOLF. Don't let the sheep's bleating prevent you from enacting your genetic will, YOU MUST GNAW ON THEM. Tear them strip by strip and show them that the Úlfhéðnar do not take thralls.
730;Counter-Strike 2;This community is so nice i got a lot of tips on how to uninstall the game and kill myself
730;Counter-Strike 2;>aim at corner>wait for enemy>turn away for 0.00001 seconds>he comes>kills me in one shot>exit cs:go5 Stars Rating
730;Counter-Strike 2;The time I spent playing this game could've been spent......studying...applying for jobs...making friends irl...getting a wife...spending time with my family...working out...becoming a better man in generalFrom the time I spent in this game, I got......an extremely racist and homophobic vocabulary...free Russian lessons...anger management issues...borderline autistic tendencies...sleep deprivation10/10 would never uninstall this game and correct my lifeP.S. PLEASE for the love of all that is holy, practice in Deathmatch and Casual as well as perfect your cross-hair and mouse sensitivity before you jump into competitive. People will thank you for it.
730;Counter-Strike 2;>see a guy>hit every shot>run out of bullets>he turns around>kills me in one shot>damage dealt: 98 in 7>exit cs:go10/10
730;Counter-Strike 2;>see a guy>shoot him>miss every shot>he turns around>kills me in one shot>exit cs:go10/10~Zi(K)e
730;Counter-Strike 2;"-Opens game-Buys cases-400 blues later-Searchs for casual Finds:Kid spamming dank memes music Russian guy yelling at kid 9 year old asking for skinsRussian guy yelling at 9 year oldRussian guy clutches last round then dies to bomb Russian guy yells ""I still have knife so fu*k you"" and leaves match99/10 would casual again"
730;Counter-Strike 2;Met lots of gifted individuals that can look at the ground while spinning and still click heads. Very impressive!
730;Counter-Strike 2;The Best game on steam but it has the worst anticheat.
730;Counter-Strike 2;is game
730;Counter-Strike 2;
730;Counter-Strike 2;Your team in every random competitive game:- You- Russian Guy- Another Russian Guy- A 6 year old kid who slept with your mother- Russian Guy who speaks English10/10
730;Counter-Strike 2;"Things I gave to Counter-Strike:1. Money2. Time3. LoveThings Counter-Strike gave me:1. Arthritis2. Rage3. Hatred of Russians, Spanish, and Russians4. Broken keyboard5. Broken mouse.6. 9/10 ready7. Server crashes8. Stupid teammates9. Competitive matches10. ""Ez Pz"" spam11. Multilingual cursing - I guess this is a good thing?12. Lag13. Cheaters14. 64 tick serversEssentially - CS is a greedy woman, but I love her all the time."
730;Counter-Strike 2;"Not only you can shoot chickens for target practice, but also you can press your use key (usually ""E"") on any chicken and it will follow you."
730;Counter-Strike 2;>see a guy>hit every shot>run out of bullets>he turns around>kills me in one shot>damage dealt: 98 in 7>exit cs:go10/10
730;Counter-Strike 2;I was always terrible in CS:GO, but now I can always be terrible in CS2. What an upgrade!
730;Counter-Strike 2;Feels like an abusive realationship. Hate it while you're in it, but miss it when you're gone!
730;Counter-Strike 2;Your team in every random competitive game:- You- Russian Guy- Another Russian Guy- A 6 year old kid who slept with your mother- Russian Guy who speaks English10/10
730;Counter-Strike 2;Met lots of gifted individuals that can look at the ground while spinning and still click heads. Very impressive!
730;Counter-Strike 2;"""sometimes maybe good, sometimes maybe sh1t"""
730;Counter-Strike 2;gaben where my beta key
730;Counter-Strike 2;>see a guy>shoot him>miss every shot>he turns around>kills me in one shot>exit cs:go10/10
730;Counter-Strike 2;>see a guy>shoot him>miss every shot>he turns around>kills me in one shot>exit cs:go10/10
730;Counter-Strike 2;love + hate = csgo
730;Counter-Strike 2;CS !!
730;Counter-Strike 2;Your team in every random competitive game:- You- Russian Guy- Another Russian Guy- A 6 year old kid who slept with your mother- Russian Guy who speaks English10/10
730;Counter-Strike 2;>see a guy>shoot him>miss every shot>he turns around>kills me in one shot>exit cs:go10/10
730;Counter-Strike 2;great game, lots of cheaters.
730;Counter-Strike 2;Great game ruined by cheaters
730;Counter-Strike 2;Press 'E' on any chicken and it follows you
730;Counter-Strike 2;After 8 years playing it, I didn't improve my skills in-game.However, I learned new language skills: now I can curse in Russian and Brazilian Portuguese.Also, my tolerance level to guttural screams and loud sounds was increased.Better than any psychiatric therapy. 10/10
730;Counter-Strike 2;matchmaking 0/10learning russian 10/10
730;Counter-Strike 2;I've been a long time player of counterstrike. I was known as Stumpsy or sTuMpS, I was born with a disability (no hands) and I stumbled across CSGO around 2013. I was obviously really bad when I first started and only played CS as a casual game with friends who were much better than me. It wasn't until I started messing around with mouse/keyboard settings that changed everything for me. I discovered the setting Raw Mouse Input on/off and for me, not being able to pick up the mouse with no fingers, what this setting did literally changed the way I was able to play and literally accelerated gameplay for me. If I flicked fast in a direction I was able to navigate around maps and aim without having to lift my mouse off the pad. So say if I was turning right it would be a fast flick to right, back to center, fast flick to right again etc. Doing this I could basically do a full 360 within like 3-4 swipes. If i had raw mouse input turned on, that setting negates as it only follows where the mouse moves. It really bummed me out that removing this setting has pretty much ended my entire csgo gaming experience and considering they deleted csgo altogether with the replacement of CS2. I was looking forward to playing the game with friends and I've tried so many different setting to try and replicate what raw mouse input did for me. This game was the only fps game that offered a setting like that and its the only reason I stuck around playing csgo for so many years. It sucks watching all your friends play without you and it sucks feeling like you can no longer enjoy a game that gave you so much joy for so many years. I hope the devs at Valve see this and add the setting back into the game.I have included a video explaining how I play and why mouse raw is so important for me.and another video of my twitch compilations to show off actual gameplay.
730;Counter-Strike 2;>see a guy>shoot him>miss every shot>he turns around>kills me in one shot>exit cs:go10/10
730;Counter-Strike 2;Nice app for learning russian 10/10
730;Counter-Strike 2;Knife in real life: $20 Knife in game: $2000 10/10After more than 10 years, the Counter Terrorist need a Defuse Kit to defuse a bomb with the same defuse number as all other bombs.
730;Counter-Strike 2;IQ tests should be mandatory before being able to play matchmaking
730;Counter-Strike 2;"𝐊𝐢𝐥𝐥 𝐬𝐨𝐦𝐞𝐨𝐧𝐞 𝐖𝐢𝐭𝐡 𝐚 𝐀𝐖𝐏 - ""𝐘𝐨𝐮'𝐫𝐞 𝐚 𝐍𝐨𝐨𝐛!- 𝐍𝐨𝐨𝐛 𝐖𝐞𝐚𝐩𝐨𝐧!"" 𝐊𝐢𝐥𝐥 𝐬𝐨𝐦𝐞𝐨𝐧𝐞 𝐖𝐢𝐭𝐡 𝐚 𝐀𝐖𝐏 𝐭𝐡𝐫𝐨𝐮𝐠𝐡 𝐚 𝐃𝐨𝐨𝐫 𝐨𝐫 𝐖𝐚𝐥𝐥 - 𝐘𝐨𝐮'𝐫𝐞 𝐚 𝐇𝐚𝐜𝐤𝐞𝐫 ! 𝐊𝐢𝐥𝐥 𝐬𝐨𝐦𝐞𝐨𝐧𝐞 𝐖𝐢𝐭𝐡 𝐚 𝐏𝟗𝟎 - ""𝐘𝐨𝐮'𝐫𝐞 𝐚 𝐍𝐨𝐨𝐛! - 𝐍𝐨𝐨𝐛 𝐖𝐞𝐚𝐩𝐨𝐧!"" 𝐊𝐢𝐥𝐥 𝐬𝐨𝐦𝐞𝐨𝐧𝐞 𝐖𝐢𝐭𝐡 𝐚 𝐏𝟗𝟎 𝐓𝐡𝐫𝐨𝐮𝐠𝐡 𝐚 𝐒𝐦𝐨𝐤𝐞 𝐨𝐫 𝐃𝐨𝐨𝐫 - 𝐘𝐨𝐮'𝐫𝐞 𝐚 𝐇𝐚𝐜𝐤𝐞𝐫! 𝐁𝐥𝐨𝐜𝐤𝐞𝐝 𝐛𝐲 𝐒𝐨𝐦𝐞𝐨𝐧𝐞 - 𝐃𝐢𝐞𝐬 𝐀𝐜𝐜𝐢𝐝𝐞𝐧𝐭𝐚𝐥𝐥𝐲 𝐓𝐞𝐚𝐦𝐤𝐢𝐥𝐥 𝐬𝐨𝐦𝐞𝐨𝐧𝐞 -𝐆𝐞𝐭 𝐎𝐮𝐭 𝐭𝐡𝐞 𝐖𝐚𝐲 ,𝐃𝐚𝐦𝐧 𝐈𝐧 𝐚 𝟏𝐯𝟓 𝐘𝐨𝐮 𝐖𝐢𝐧 - 𝐘𝐨𝐮 𝐀𝐫𝐞 𝐇𝐚𝐜𝐤𝐞𝐫 𝐈𝐧 𝐚 𝟏𝐯𝟓 𝐘𝐨𝐮 𝐋𝐨𝐬𝐞 - 𝐘𝐨𝐮 𝐀𝐫𝐞 𝐍𝐨𝐨𝐛 𝐘𝐨𝐮 𝐃𝐨𝐧𝐭 𝐔𝐬𝐞 𝐇𝐚𝐜𝐤 - 𝐘𝐞𝐥𝐥𝐨𝐰 𝐨𝐫 𝐑𝐞𝐝 𝐓𝐫𝐮𝐬𝐭 𝐅𝐚𝐜𝐭𝐨𝐫 𝐒𝐨𝐦𝐞𝐨𝐧𝐞 𝐔𝐬𝐞 𝐒𝐩𝐢𝐧 𝐨𝐫 𝐇𝐚𝐜𝐤 - 𝐆𝐫𝐞𝐞𝐧 𝐓𝐫𝐮𝐬𝐭 𝐅𝐚𝐜𝐭𝐨𝐫 :𝐈 𝐃𝐞𝐜𝐢𝐝𝐞 𝐭𝐨 𝐒𝐚𝐯𝐞 - 𝐘𝐨𝐮'𝐫𝐞 𝐚 𝐂𝐨𝐰𝐚𝐫𝐝 𝐃𝐞𝐜𝐢𝐝𝐞 𝐧𝐨𝐭 𝐭𝐨 𝐒𝐚𝐯𝐞 - 𝐖𝐓𝐅 𝐀𝐫𝐞 𝐘𝐨𝐮 𝐃𝐨𝐢𝐧𝐠 𝐆𝐨 𝐒𝐚𝐯𝐞 𝐈𝐝𝐢𝐨𝐭 𝐖𝐚𝐫𝐦 𝐔𝐩 - 𝐄𝐯𝐞𝐫𝐲𝐛𝐨𝐝𝐲 𝐭𝐫𝐢𝐞𝐬 𝐭𝐨 𝐬𝐩𝐚𝐰𝐧 𝐤𝐢𝐥𝐥 𝐖𝐢𝐧 𝐚 𝐦𝐚𝐭𝐜𝐡 - 𝐀𝐥𝐥 𝐞𝐧𝐞𝐦𝐲 𝐓𝐞𝐚𝐦 𝐫𝐚𝐠𝐞𝐬 𝐋𝐨𝐬𝐞 𝐚 𝐦𝐚𝐭𝐜𝐡 - 𝐘𝐨𝐮𝐫 𝐓𝐞𝐚𝐦 𝐫𝐚𝐠𝐞𝐬 𝐆𝐞𝐭 𝐊𝐢𝐥𝐥𝐞𝐝 𝐛𝐲 𝐒𝐨𝐦𝐞𝐨𝐧𝐞 𝐰𝐢𝐭𝐡 𝐠𝐫𝐞𝐧𝐚𝐝𝐞 - 𝐇𝐀𝐇𝐀𝐇𝐀𝐇𝐀 𝐊𝐢𝐥𝐥 𝐒𝐨𝐦𝐞𝐨𝐧𝐞 𝐰𝐢𝐭𝐡 𝐚 𝐠𝐫𝐞𝐧𝐚𝐝𝐞 - 𝐋𝐮𝐜𝐤𝐲 𝐘𝐨𝐮𝐫 𝐭𝐞𝐚𝐦 𝐢𝐬 𝐋𝐨𝐨𝐬𝐢𝐧𝐠 𝐚𝐧𝐝 𝐲𝐨𝐮 𝐚𝐫𝐞 𝐢𝐧 𝐥𝐚𝐬𝐭 - 𝐒𝐨𝐦𝐞𝐨𝐧𝐞 𝐕𝐨𝐭𝐞 𝐊𝐢𝐜𝐤 𝐘𝐨𝐮 𝐓𝐑 𝐈𝐧 𝐎𝐟𝐟𝐢𝐜𝐞 - 𝐄𝐯𝐞𝐫𝐲𝐛𝐨𝐝𝐲 𝐁𝐮𝐲𝐬 𝐍𝐞𝐠𝐞𝐯 𝐚𝐧𝐝 𝐒𝐦𝐨𝐤𝐞 𝟏𝟎/𝟏𝟎 𝐌𝐲 𝐅𝐚𝐯𝐨𝐫𝐢𝐭𝐞 𝐆𝐚𝐦𝐞, 𝐅𝐨𝐫𝐞𝐯𝐞𝐫"
730;Counter-Strike 2;After 19 years playing it, I didn't improve my skills in-game.However, I learned new language skills: now I can curse in Russian and Brazilian Portuguese.Also, my tolerance level to guttural screams and loud sounds was increased.Now I can bear the crying of my children for longer and I can make them feel better by singing sweet traditional songs from other cultures, such as Очи чёрные (Dark Eyes) or Garota de Ipanema (The Girl from Ipanema) In conclusion, Counter Strike transformed me into a better father and a better person, in addition to making me more patient, tolerant to hateful people and more trained in languages and cultures.Better than any psychiatric therapy. 10/10
730;Counter-Strike 2;For the optimal experiences play in silver rank.While playing you may encounter the following :- russian kids screaming into the mic - every racial slur in the book - cheaters- extreme toxicity play at your own risk xd
730;Counter-Strike 2;nice game but pls improve ur anti cheat
730;Counter-Strike 2;veri gud gaem plei evryday kill trrorists pew pew brep brep
730;Counter-Strike 2;Nice
730;Counter-Strike 2;need to improve anti cheat
730;Counter-Strike 2;i like it so far
730;Counter-Strike 2;"Things I gave to Counter-Strike:1. Money2. Time3. LoveThings Counter-Strike gave me:1. Arthritis2. Rage3. Hatred of Russians, Spanish and Russians4. Broken Keyboard (2)5. Broken Mouse (3)6. Immature 12 year olds insulting my mother7. 9/10 Ready8. Server Crashes9. ♥♥♥♥ Teammates10. Competitive Matches11. ""ez"" Spam12. Multilingual Cursing13. Lag14. Cheaters15. 64 Tick Servers16. No skins = you're either a noob or a smurf or a cheater17. Got A+ on my russian exam11 / 10 Would play again"
730;Counter-Strike 2;I don't always reload, but when I do there's always an enemy in front of me.
730;Counter-Strike 2;game ez with cheats men))))
730;Counter-Strike 2;An amazing casino disguised as an FPS video game, unlike
730;Counter-Strike 2;Very nice game but there are to much cheaters and its almost impossible to improve ur trust factor.
730;Counter-Strike 2;i would love this game if VAC system improves
730;Counter-Strike 2;After over 100 hours of playing csgo, I didn't improve my skills in-game.However, I learned new language skills: now I can curse in Russian, Polish, German and Finnish.Also, my tolerance level to guttural screams and loud sounds was increased.Now I can bear the crying of my children for longer and I can make them feel better by singing sweet traditional songs from other cultures, such as К небесам и обратно (K nebesam i obratno) or Garota de Ipanema (The Girl from Ipanema)
730;Counter-Strike 2;However you feel about the update to CS2, CS:GO should not have been de-listed. Also, merging reviews of GO into 2's is very dishonest, if EA and Ubisoft would get ♥♥♥♥ for it, why shouldn't Valve?
730;Counter-Strike 2;!!!!
730;Counter-Strike 2;love + hate = csgo
730;Counter-Strike 2;it was okay for the first few 12 000 hours
730;Counter-Strike 2;Too many hackers and toxic plebs.Update: We almost got 2024 and people still cheating in 'Counter Strike 2'Imagine gaben isnt able to pay for an functional anti cheat system.... speechless.
730;Counter-Strike 2;this game is amazingi got made fun of for being a jewand i'm not even jewish!
730;Counter-Strike 2;
730;Counter-Strike 2;I  CS:GO 10 years ago, why has it been  with CS2?!Ikea never came in my house while I was away to replace my black chair with a yellow armchair they thought was better!It's not an update, it's a different product!Put my purchase back in my library!
730;Counter-Strike 2;1900+ hours...1500 hours of crying and stress350 hours of laughing and fooling around49 hours of sweating and try-harding1 hour of FUNI LOVE CS:GO
730;Counter-Strike 2;No wonder CS is 20+ years old. This game is so addictive. I was never really into gaming but this game changed my opinion. This is one of the most accurate FPS games ever made with 128 tick servers. This game requires passion, dedication, hardwork, skill & a lot of practice because every pixel counts when you trigger you gun. Rumours say CS:GO is going to shift on Source 2 Engine within 2 weeks, really excited for it. When you will play on low tier like Silver & Gold Nova you may lose many games because of your teammates. They may do basic mistakes like Run & Gun, Team Flash etc. But never rage on them. Always remember we used to do the same basic mistakes when we were beginners. I know this game involves lot of emotion but keep your calm & make sure to teach the beginners. Our community is already toxic, lets not make it more.You win or you learn, you never lose.Edit: Source 2 is still not out. You can play on 128 tick rate servers on third party clients like FaceIt, ESEA, 5E Play etc.
730;Counter-Strike 2;releasing an unfinished game and removing the original good job
730;Counter-Strike 2;You sweat, you rage, you quit but you always come back to it.
730;Counter-Strike 2;very very good game u can learn all sorts of russian rude words
730;Counter-Strike 2;First shot head shot and im dead!!!
730;Counter-Strike 2;- Wake up- Copy someone else's review- Shower- CSGO- Miss sniper shot- Loose competitive game- Look at skins- Cry because can't afford skins- Post copied review- Go sleep- Wake up with more likes than original review- Repeat
730;Counter-Strike 2;How to play CSGO:Step 1: Download it for free.Step 2: Get lvl 2.Step 3: Queue up for Competitive.Step 4: Get destroyed by 5 cheaters.Step 5: Exit.Step 6: Buy it.Step 7: Open it again.Step 8: Queue up for Competitive again.Step 9: Team up with 4 russians and get destroyed by enemy team.Step 10: Quit.Step 11: Download/Buy cheats.Step 12: Get banned.Step 13: Get a virus.Step 14: Cry.
730;Counter-Strike 2;10/10 gameplay, 0/10 matchmaking
730;Counter-Strike 2;"Valve did an Activision-Blizzard, and force upgraded everyone playing CS:GO to play ""Counter Strike 2"" -- so Valve which is it a sequel or a major patch??On top of that they replaced the store page so all the millions of reviews and stats are now attributed to CS2 even though they were earned by CS:GO, underhanded and disgusting behaviour.I expect better from Vavle of all companies. I cannot support this."
730;Counter-Strike 2;The best teammates of all games. Before i thought autism was something you were born with but after playing this game i realised that you could get it later on or atleast i believe that now.
730;Counter-Strike 2;If i had a dollar for each time someone screamed at me in another language, i'd still have no money because i spent it on skins.
730;Counter-Strike 2;IQ tests should be mandatory before being able to play matchmaking
730;Counter-Strike 2;Like an abusive relationship, Hate it while you're in it, but miss it when you're gone!
730;Counter-Strike 2;Free Russian lessons10/10
730;Counter-Strike 2;After 100 hours I knew the basics of the game and the guns availableAfter 200 hours I threw away the knowledge of all guns and sprayed the P90After 300 hours I clicked on people's heads with an SGAfter 400 hours I was bad and abandoned rankedAfter 500 hours I played wingman on LakeAfter 600 hours I partook in an additional mild quantity of the winged male upon the realm by the LakeAfter 700 hours I was silver 1 in wingmanAfter 800 hours I started playing on 130 ping to contain my sheer ability and flawless aim to give the rest of the community a chanceAfter 900 hours I have become a master of the arts in using a nova on 130 ping and the world trembles as I kill countless awptists with a swift burst of hot metal straight to the templeMaybe once I hit 1000 hours I'll finally get out of silverNow I got out of silver and I'm running straight back, hopefully I'll get back there by 1500
